model_type,seed,question,importance
xgboost,6,question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running,0.2608767
xgboost,6,question_a124_06_neighbours__immigrants_foreign_workers,0.24208507
xgboost,6,question_a009_state_of_health__subjective,0.24071418
xgboost,6,question_e018_future_changes__greater_respect_for_authority,0.23956437
xgboost,6,question_f118_justifiable__homosexuality,0.23720747
xgboost,6,question_f122_justifiable__euthanasia,0.23686445
xgboost,6,question_a072_member__belong_to_professional_associations,0.23455727
xgboost,6,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.23429272
xgboost,6,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.23347203
xgboost,6,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.23274608
xgboost,6,question_f025_religious_denomination__major_groups_choice5.0,0.2323633
xgboost,6,question_f025_religious_denomination__major_groups_choice1.0,0.23188177
xgboost,6,question_f054_believe_in__heaven,0.23165774
xgboost,6,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.23146352
xgboost,6,question_e290_justifiable__political_violence,0.23134898
xgboost,6,question_g006_how_proud_of_nationality,0.23118359
xgboost,6,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.22705597
xgboost,6,question_f132_justifiable__having_casual_sex,0.22605965
xgboost,6,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.22175488
xgboost,6,question_f025_religious_denomination__major_groups_choice2.0,0.22063236
xgboost,6,question_a124_08_neighbours__drug_addicts,0.21651544
xgboost,6,question_g007_33_b_trust__people_you_know_personally__b,0.20982243
xgboost,6,question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent,0.20907
xgboost,6,question_e265_06_how_often_in_country’s_elections__election_officials_are_fair,0.1990004
xgboost,6,question_f116_justifiable__cheating_on_taxes,0.1975344
xgboost,6,question_e036_private_vs_state_ownership_of_business,0.19752148
xgboost,6,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.19618437
xgboost,6,question_e116_political_system__having_the_army_rule,0.19464009
xgboost,6,question_e263_vote_in_elections__local_level_choice3.0,0.18747602
xgboost,6,question_e111_01_satisfaction_with_the_political_system,0.18536596
xgboost,6,question_g062_how_close_you_feel__continent__e_g_europe_asia_etc,0.18360193
xgboost,6,question_e033_self_positioning_in_political_scale,0.18255705
xgboost,6,question_e069_08_confidence__the_civil_services,0.17992195
xgboost,6,question_g063_how_close_you_feel__world,0.17546938
xgboost,6,question_f121_justifiable__divorce,0.17521857
xgboost,6,question_a068_member__belong_to_political_parties,0.17249672
xgboost,6,question_e069_02_confidence__armed_forces,0.16990696
xgboost,6,question_e117_political_system__having_a_democratic_political_system,0.1676766
xgboost,6,question_a124_02_neighbours__people_of_a_different_race,0.16762345
xgboost,6,question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections,0.16297308
xgboost,6,question_e012_willingness_to_fight_for_country,0.16055736
xgboost,6,question_e027_political_action__attending_lawful_peaceful_demonstrations,0.15995018
xgboost,6,question_e069_14_confidence__the_environmental_protection_movement,0.15841022
xgboost,6,question_e114_political_system__having_a_strong_leader,0.1578086
xgboost,6,question_c041_work_should_come_first_even_if_it_means_less_spare_time,0.15732895
xgboost,6,question_e069_17_confidence__justice_system_courts,0.15722221
xgboost,6,question_e226_democracy__people_choose_their_leaders_in_free_elections,0.15624645
xgboost,6,question_e023_interest_in_politics,0.15539087
xgboost,6,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice2.0,0.15487933
xgboost,6,question_e039_competition_good_or_harmful,0.1536516
xgboost,6,question_e264_vote_in_elections__national_level_choice2.0,0.15244876
xgboost,6,question_a003_important_in_life__leisure_time,0.14857097
xgboost,6,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice1.0,0.1465251
xgboost,6,question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor,0.14372864
xgboost,6,question_d078_men_make_better_business_executives_than_women_do,0.14323366
xgboost,6,question_e069_01_confidence__churches,0.14093448
xgboost,6,question_a041_important_child_qualities__unselfishness,0.14025313
xgboost,6,question_a005_important_in_life__work,0.13969585
xgboost,6,question_f123_justifiable__suicide,0.13967481
xgboost,6,question_g257_how_close_do_you_feel__to_country,0.13919501
xgboost,6,question_d060_university_is_more_important_for_a_boy_than_for_a_girl,0.13814807
xgboost,6,question_c039_work_is_a_duty_towards_society,0.13398492
xgboost,6,question_d061_pre_school_child_suffers_with_working_mother,0.13228197
xgboost,6,question_g007_34_b_trust__people_you_meet_for_the_first_time__b,0.1301283
xgboost,6,question_e225_democracy__religious_authorities_interpret_the_laws,0.1282303
xgboost,6,question_a042_important_child_qualities__obedience,0.12706847
xgboost,6,question_e265_03_how_often_in_country’s_elections__tv_news_favors_the_governing_party,0.12596859
xgboost,6,question_e069_12_confidence__the_political_parties,0.12520286
xgboost,6,question_a038_important_child_qualities__thrift_saving_money_and_things,0.12509316
xgboost,6,question_d026_03_duty_towards_society_to_have_children,0.12465787
xgboost,6,question_e069_20_confidence__the_united_nations,0.123338275
xgboost,6,question_e263_vote_in_elections__local_level_choice1.0,0.12311605
xgboost,6,question_g027a_respondent_immigrant,0.120840885
xgboost,6,question_e026_political_action__joining_in_boycotts,0.11669241
xgboost,6,question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas,0.114614666
xgboost,6,question_e069_07_confidence__parliament,0.11418119
xgboost,6,question_e235_importance_of_democracy,0.113987714
xgboost,6,question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression,0.111906625
xgboost,6,question_g256_how_close_do_you_feel__to_your_county_region_district,0.111124344
xgboost,6,question_a030_important_child_qualities__hard_work,0.10810529
xgboost,6,question_a029_important_child_qualities__independence,0.10766663
xgboost,6,question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet,0.10581871
xgboost,6,question_a032_important_child_qualities__feeling_of_responsibility,0.10571751
xgboost,6,question_a027_important_child_qualities__good_manners,0.10504936
xgboost,6,question_f050_believe_in__god,0.103130646
xgboost,6,question_a124_03_neighbours__heavy_drinkers,0.10286704
xgboost,6,question_a124_09_neighbours__homosexuals,0.10261511
xgboost,6,question_e001_aims_of_country__first_choice_choice3.0,0.10232647
xgboost,6,question_c038_people_who_don’t_work_turn_lazy,0.10189927
xgboost,6,question_h011_government_has_the_right__collect_information_about_anyone_living_in__country__without_their_knowledge,0.10039208
xgboost,6,question_f117_justifiable__someone_accepting_a_bribe,0.09890249
xgboost,6,question_a008_feeling_of_happiness,0.09859135
xgboost,6,question_e265_01_how_often_in_country’s_elections__votes_are_counted_fairly,0.09834032
xgboost,6,question_d059_men_make_better_political_leaders_than_women_do,0.09823594
xgboost,6,question_e001_aims_of_country__first_choice_choice1.0,0.09713575
xgboost,6,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice2.0,0.09622891
xgboost,6,question_e115_political_system__having_experts_make_decisions,0.09592618
xgboost,6,question_f025_religious_denomination__major_groups_choice0.0,0.09461283
xgboost,6,question_a066_member__belong_to_education_arts_music_or_cultural_activities,0.09230749
xgboost,6,question_g255_how_close_you_feel__your__village_town_or_city,0.09164974
xgboost,6,question_a040_important_child_qualities__religious_faith,0.09113209
xgboost,6,question_e069_05_confidence__labour_unions,0.08925013
xgboost,6,question_a001_important_in_life__family,0.08860075
xgboost,6,question_a074_member__belong_to_sports_or_recreation,0.08597518
xgboost,6,question_g007_18_b_trust__your_neighborhood__b,0.08544676
xgboost,6,question_g005_citizen_of__country,0.085328214
xgboost,6,question_g007_35_b_trust__people_of_another_religion__b,0.084660195
xgboost,6,question_f025_religious_denomination__major_groups_choice6.0,0.08353524
xgboost,6,question_a034_important_child_qualities__imagination,0.08121755
xgboost,6,question_a035_important_child_qualities__tolerance_and_respect_for_other_people,0.07774892
xgboost,6,question_a039_important_child_qualities__determination_perseverance,0.07336804
xgboost,6,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0,0.07250429
xgboost,6,question_a165_most_people_can_be_trusted,0.07064174
xgboost,6,question_f025_religious_denomination__major_groups_choice8.0,0.0697577
xgboost,6,question_e003_aims_of_respondent__first_choice_choice4.0,0.06724103
xgboost,6,question_a078_member__belong_to_consumer_groups,0.06610502
xgboost,6,question_b008_protecting_environment_vs_economic_growth_choice2.0,0.064864285
xgboost,6,question_e069_13_confidence__major_companies,0.06476345
xgboost,6,question_f051_believe_in__life_after_death,0.06334231
xgboost,6,question_e003_aims_of_respondent__first_choice_choice2.0,0.06287831
xgboost,6,question_a080_01_member__belong_to_humanitarian_or_charitable_organization,0.058052097
xgboost,6,question_e264_vote_in_elections__national_level_choice4.0,0.058011107
xgboost,6,question_e003_aims_of_respondent__first_choice_choice1.0,0.05741951
xgboost,6,question_e263_vote_in_elections__local_level_choice2.0,0.05266897
xgboost,6,question_f025_religious_denomination__major_groups_choice9.0,0.05122255
xgboost,6,question_e002_aims_of_country__second_choice_choice3.0,0.040554397
xgboost,6,question_e003_aims_of_respondent__first_choice_choice3.0,0.039281186
xgboost,6,question_a067_member__belong_to_labour_unions,0.03923713
xgboost,6,question_e002_aims_of_country__second_choice_choice4.0,0.039161548
xgboost,6,question_e264_vote_in_elections__national_level_choice3.0,0.038311098
xgboost,6,question_e004_aims_of_respondent__second_choice_choice4.0,0.036238838
xgboost,6,question_e001_aims_of_country__first_choice_choice2.0,0.03390252
xgboost,6,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0,0.0336235
xgboost,6,question_e004_aims_of_respondent__second_choice_choice2.0,0.033107545
xgboost,6,question_e002_aims_of_country__second_choice_choice2.0,0.031362534
xgboost,6,question_b008_protecting_environment_vs_economic_growth_choice1.0,0.029589748
xgboost,6,question_e004_aims_of_respondent__second_choice_choice3.0,0.028002398
xgboost,6,question_e004_aims_of_respondent__second_choice_choice1.0,0.025398908
xgboost,6,question_e263_vote_in_elections__local_level_choice4.0,0.023620263
xgboost,6,question_e001_aims_of_country__first_choice_choice4.0,0.021994688
xgboost,6,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0,0.0219245
xgboost,6,question_a079_member__belong_to_other_groups,0.019997504
xgboost,6,question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights,0.016346259
xgboost,6,question_e002_aims_of_country__second_choice_choice1.0,0.01592429
xgboost,6,question_b008_protecting_environment_vs_economic_growth_choice3.0,0.009715642
xgboost,6,question_f025_religious_denomination__major_groups_choice4.0,0.0065819435
