model_type,seed,question,importance
xgboost,8,question_e003_aims_of_respondent__first_choice_choice4.0,0.06907915
xgboost,8,question_e001_aims_of_country__first_choice_choice1.0,0.068229005
xgboost,8,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice2.0,0.066873424
xgboost,8,question_a039_important_child_qualities__determination_perseverance,0.066053994
xgboost,8,question_a080_01_member__belong_to_humanitarian_or_charitable_organization,0.06319143
xgboost,8,question_a078_member__belong_to_consumer_groups,0.06260861
xgboost,8,question_f051_believe_in__life_after_death,0.06031107
xgboost,8,question_a035_important_child_qualities__tolerance_and_respect_for_other_people,0.058883656
xgboost,8,question_e003_aims_of_respondent__first_choice_choice2.0,0.058838036
xgboost,8,question_e264_vote_in_elections__national_level_choice4.0,0.05765568
xgboost,8,question_e004_aims_of_respondent__second_choice_choice2.0,0.054862026
xgboost,8,question_b008_protecting_environment_vs_economic_growth_choice2.0,0.05362139
xgboost,8,question_f025_religious_denomination__major_groups_choice9.0,0.04949578
xgboost,8,question_e003_aims_of_respondent__first_choice_choice1.0,0.04777455
xgboost,8,question_e003_aims_of_respondent__first_choice_choice3.0,0.04664388
xgboost,8,question_e002_aims_of_country__second_choice_choice4.0,0.046163056
xgboost,8,question_b008_protecting_environment_vs_economic_growth_choice1.0,0.043203294
xgboost,8,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0,0.04190729
xgboost,8,question_e263_vote_in_elections__local_level_choice2.0,0.03773174
xgboost,8,question_e004_aims_of_respondent__second_choice_choice4.0,0.03710007
xgboost,8,question_e001_aims_of_country__first_choice_choice2.0,0.036213905
xgboost,8,question_e004_aims_of_respondent__second_choice_choice3.0,0.035354916
xgboost,8,question_a067_member__belong_to_labour_unions,0.034211274
xgboost,8,question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights,0.030910583
xgboost,8,question_e002_aims_of_country__second_choice_choice3.0,0.030228594
xgboost,8,question_e264_vote_in_elections__national_level_choice3.0,0.02628479
xgboost,8,question_a079_member__belong_to_other_groups,0.025134448
xgboost,8,question_e001_aims_of_country__first_choice_choice4.0,0.023067405
xgboost,8,question_e002_aims_of_country__second_choice_choice2.0,0.022580067
xgboost,8,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0,0.02190874
xgboost,8,question_e263_vote_in_elections__local_level_choice4.0,0.02177493
xgboost,8,question_e004_aims_of_respondent__second_choice_choice1.0,0.017885553
xgboost,8,question_e002_aims_of_country__second_choice_choice1.0,0.017275946
xgboost,8,question_b008_protecting_environment_vs_economic_growth_choice3.0,0.009967973
xgboost,8,question_f025_religious_denomination__major_groups_choice4.0,0.0054450296
