model_type,seed,question,importance
xgboost,4,question_e018_future_changes__greater_respect_for_authority,0.22313535
xgboost,4,question_a173_how_much_freedom_of_choice_and_control,0.22279367
xgboost,4,question_a072_member__belong_to_professional_associations,0.22248065
xgboost,4,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.22096626
xgboost,4,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.2198612
xgboost,4,question_f025_religious_denomination__major_groups_choice2.0,0.21914327
xgboost,4,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.21687672
xgboost,4,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.21385211
xgboost,4,question_f116_justifiable__cheating_on_taxes,0.21227388
xgboost,4,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.2100838
xgboost,4,question_e036_private_vs_state_ownership_of_business,0.20662375
xgboost,4,question_e117_political_system__having_a_democratic_political_system,0.20514701
xgboost,4,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.20176634
xgboost,4,question_g006_how_proud_of_nationality,0.19942679
xgboost,4,question_a124_08_neighbours__drug_addicts,0.19878337
xgboost,4,question_f025_religious_denomination__major_groups_choice1.0,0.19826443
xgboost,4,question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent,0.19037843
xgboost,4,question_f121_justifiable__divorce,0.189997
xgboost,4,question_g007_33_b_trust__people_you_know_personally__b,0.1886828
xgboost,4,question_e116_political_system__having_the_army_rule,0.18627258
xgboost,4,question_e069_02_confidence__armed_forces,0.18402061
xgboost,4,question_e265_06_how_often_in_country’s_elections__election_officials_are_fair,0.17951703
xgboost,4,question_e023_interest_in_politics,0.1767893
xgboost,4,question_e033_self_positioning_in_political_scale,0.17670907
xgboost,4,question_e069_14_confidence__the_environmental_protection_movement,0.17573866
xgboost,4,question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections,0.17557149
xgboost,4,question_a068_member__belong_to_political_parties,0.17522015
xgboost,4,question_e263_vote_in_elections__local_level_choice3.0,0.17244963
xgboost,4,question_c041_work_should_come_first_even_if_it_means_less_spare_time,0.17123267
xgboost,4,question_e114_political_system__having_a_strong_leader,0.16811089
xgboost,4,question_a124_02_neighbours__people_of_a_different_race,0.16613457
xgboost,4,question_g062_how_close_you_feel__continent__e_g_europe_asia_etc,0.15943967
xgboost,4,question_g256_how_close_do_you_feel__to_your_county_region_district,0.15907985
xgboost,4,question_e012_willingness_to_fight_for_country,0.15725017
xgboost,4,question_g063_how_close_you_feel__world,0.1525508
xgboost,4,question_d060_university_is_more_important_for_a_boy_than_for_a_girl,0.15156546
xgboost,4,question_g257_how_close_do_you_feel__to_country,0.15093067
xgboost,4,question_a005_important_in_life__work,0.14988126
xgboost,4,question_e226_democracy__people_choose_their_leaders_in_free_elections,0.14953096
xgboost,4,question_c039_work_is_a_duty_towards_society,0.14825839
xgboost,4,question_a038_important_child_qualities__thrift_saving_money_and_things,0.14825739
xgboost,4,question_f123_justifiable__suicide,0.14815027
xgboost,4,question_e039_competition_good_or_harmful,0.14734769
xgboost,4,question_a003_important_in_life__leisure_time,0.14644484
xgboost,4,question_e069_08_confidence__the_civil_services,0.14602648
xgboost,4,question_d078_men_make_better_business_executives_than_women_do,0.14420451
xgboost,4,question_e026_political_action__joining_in_boycotts,0.14326853
xgboost,4,question_e263_vote_in_elections__local_level_choice1.0,0.14168839
xgboost,4,question_e235_importance_of_democracy,0.14122778
xgboost,4,question_a041_important_child_qualities__unselfishness,0.13892156
xgboost,4,question_e027_political_action__attending_lawful_peaceful_demonstrations,0.1356594
xgboost,4,question_e265_03_how_often_in_country’s_elections__tv_news_favors_the_governing_party,0.1331836
xgboost,4,question_g007_34_b_trust__people_you_meet_for_the_first_time__b,0.13278162
xgboost,4,question_a030_important_child_qualities__hard_work,0.132209
xgboost,4,question_e264_vote_in_elections__national_level_choice2.0,0.13033839
xgboost,4,question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas,0.13003045
xgboost,4,question_e225_democracy__religious_authorities_interpret_the_laws,0.12877361
xgboost,4,question_e001_aims_of_country__first_choice_choice3.0,0.12805045
xgboost,4,question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor,0.12762937
xgboost,4,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0,0.12630239
xgboost,4,question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression,0.12574965
xgboost,4,question_e069_17_confidence__justice_system_courts,0.12566309
xgboost,4,question_d061_pre_school_child_suffers_with_working_mother,0.123288296
xgboost,4,question_f050_believe_in__god,0.12292837
xgboost,4,question_g007_18_b_trust__your_neighborhood__b,0.122049816
xgboost,4,question_a042_important_child_qualities__obedience,0.12122036
xgboost,4,question_e069_01_confidence__churches,0.118912645
xgboost,4,question_d026_03_duty_towards_society_to_have_children,0.113216184
xgboost,4,question_e069_12_confidence__the_political_parties,0.11281073
xgboost,4,question_e069_07_confidence__parliament,0.112217076
xgboost,4,question_g027a_respondent_immigrant,0.110878184
xgboost,4,question_c038_people_who_don’t_work_turn_lazy,0.108378105
xgboost,4,question_a029_important_child_qualities__independence,0.106182836
xgboost,4,question_a008_feeling_of_happiness,0.10552079
xgboost,4,question_e069_05_confidence__labour_unions,0.105513655
xgboost,4,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice2.0,0.101732746
xgboost,4,question_a066_member__belong_to_education_arts_music_or_cultural_activities,0.101150215
xgboost,4,question_a027_important_child_qualities__good_manners,0.10063766
xgboost,4,question_a124_09_neighbours__homosexuals,0.099801645
xgboost,4,question_a124_03_neighbours__heavy_drinkers,0.09835435
xgboost,4,question_g005_citizen_of__country,0.09819809
xgboost,4,question_e265_01_how_often_in_country’s_elections__votes_are_counted_fairly,0.09715069
xgboost,4,question_e069_20_confidence__the_united_nations,0.096527636
xgboost,4,question_d059_men_make_better_political_leaders_than_women_do,0.09591314
xgboost,4,question_b008_protecting_environment_vs_economic_growth_choice2.0,0.09480702
xgboost,4,question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet,0.09378987
xgboost,4,question_f025_religious_denomination__major_groups_choice0.0,0.09210995
xgboost,4,question_a039_important_child_qualities__determination_perseverance,0.090963595
xgboost,4,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice1.0,0.08955072
xgboost,4,question_e069_13_confidence__major_companies,0.08789901
xgboost,4,question_a034_important_child_qualities__imagination,0.08788784
xgboost,4,question_g007_35_b_trust__people_of_another_religion__b,0.08642003
xgboost,4,question_f051_believe_in__life_after_death,0.08449934
xgboost,4,question_a032_important_child_qualities__feeling_of_responsibility,0.08440744
xgboost,4,question_e115_political_system__having_experts_make_decisions,0.082732774
xgboost,4,question_f025_religious_denomination__major_groups_choice6.0,0.08251686
xgboost,4,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice2.0,0.07848747
xgboost,4,question_f025_religious_denomination__major_groups_choice8.0,0.07781476
xgboost,4,question_h011_government_has_the_right__collect_information_about_anyone_living_in__country__without_their_knowledge,0.0769447
xgboost,4,question_f117_justifiable__someone_accepting_a_bribe,0.07526686
xgboost,4,question_a001_important_in_life__family,0.07372487
xgboost,4,question_a035_important_child_qualities__tolerance_and_respect_for_other_people,0.070868865
xgboost,4,question_a040_important_child_qualities__religious_faith,0.06918995
xgboost,4,question_e003_aims_of_respondent__first_choice_choice4.0,0.06822589
xgboost,4,question_g255_how_close_you_feel__your__village_town_or_city,0.06725069
xgboost,4,question_a165_most_people_can_be_trusted,0.06597525
xgboost,4,question_a074_member__belong_to_sports_or_recreation,0.06520234
xgboost,4,question_e003_aims_of_respondent__first_choice_choice1.0,0.06337105
xgboost,4,question_e264_vote_in_elections__national_level_choice4.0,0.06104881
xgboost,4,question_f025_religious_denomination__major_groups_choice9.0,0.05695114
xgboost,4,question_e001_aims_of_country__first_choice_choice1.0,0.05612982
xgboost,4,question_e003_aims_of_respondent__first_choice_choice2.0,0.054392483
xgboost,4,question_e263_vote_in_elections__local_level_choice2.0,0.053725455
xgboost,4,question_a080_01_member__belong_to_humanitarian_or_charitable_organization,0.05290355
xgboost,4,question_a078_member__belong_to_consumer_groups,0.05269877
xgboost,4,question_e002_aims_of_country__second_choice_choice2.0,0.051747363
xgboost,4,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0,0.047197297
xgboost,4,question_e264_vote_in_elections__national_level_choice3.0,0.046336684
xgboost,4,question_e004_aims_of_respondent__second_choice_choice2.0,0.045479927
xgboost,4,question_e004_aims_of_respondent__second_choice_choice3.0,0.044696752
xgboost,4,question_e003_aims_of_respondent__first_choice_choice3.0,0.04332645
xgboost,4,question_e002_aims_of_country__second_choice_choice4.0,0.042973906
xgboost,4,question_b008_protecting_environment_vs_economic_growth_choice1.0,0.037689958
xgboost,4,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0,0.037064433
xgboost,4,question_a067_member__belong_to_labour_unions,0.035659045
xgboost,4,question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights,0.03540767
xgboost,4,question_e004_aims_of_respondent__second_choice_choice4.0,0.033779446
xgboost,4,question_e001_aims_of_country__first_choice_choice2.0,0.031027569
xgboost,4,question_a079_member__belong_to_other_groups,0.02800172
xgboost,4,question_e002_aims_of_country__second_choice_choice3.0,0.027173921
xgboost,4,question_e004_aims_of_respondent__second_choice_choice1.0,0.024165126
xgboost,4,question_e001_aims_of_country__first_choice_choice4.0,0.02151501
xgboost,4,question_e002_aims_of_country__second_choice_choice1.0,0.018963791
xgboost,4,question_e263_vote_in_elections__local_level_choice4.0,0.017379489
xgboost,4,question_b008_protecting_environment_vs_economic_growth_choice3.0,0.006976313
xgboost,4,question_f025_religious_denomination__major_groups_choice4.0,0.004420656
