model_type,seed,question,importance
xgboost,7,question_a038_important_child_qualities__thrift_saving_money_and_things,0.15068094
xgboost,7,question_c041_work_should_come_first_even_if_it_means_less_spare_time,0.15036184
xgboost,7,question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor,0.1492611
xgboost,7,question_d078_men_make_better_business_executives_than_women_do,0.14867729
xgboost,7,question_e012_willingness_to_fight_for_country,0.1483814
xgboost,7,question_e069_17_confidence__justice_system_courts,0.14592712
xgboost,7,question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections,0.14415103
xgboost,7,question_e039_competition_good_or_harmful,0.14374468
xgboost,7,question_g257_how_close_do_you_feel__to_country,0.1427498
xgboost,7,question_d060_university_is_more_important_for_a_boy_than_for_a_girl,0.14177305
xgboost,7,question_d026_03_duty_towards_society_to_have_children,0.14167713
xgboost,7,question_c039_work_is_a_duty_towards_society,0.14063087
xgboost,7,question_e225_democracy__religious_authorities_interpret_the_laws,0.13961242
xgboost,7,question_e265_03_how_often_in_country’s_elections__tv_news_favors_the_governing_party,0.13916181
xgboost,7,question_a003_important_in_life__leisure_time,0.13817176
xgboost,7,question_d061_pre_school_child_suffers_with_working_mother,0.13651054
xgboost,7,question_f123_justifiable__suicide,0.13522993
xgboost,7,question_g256_how_close_do_you_feel__to_your_county_region_district,0.13006443
xgboost,7,question_a005_important_in_life__work,0.12926391
xgboost,7,question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression,0.12856272
xgboost,7,question_a030_important_child_qualities__hard_work,0.1218833
xgboost,7,question_a041_important_child_qualities__unselfishness,0.12079812
xgboost,7,question_e263_vote_in_elections__local_level_choice1.0,0.120592706
xgboost,7,question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas,0.11925323
xgboost,7,question_a042_important_child_qualities__obedience,0.119137555
xgboost,7,question_g007_34_b_trust__people_you_meet_for_the_first_time__b,0.1184058
xgboost,7,question_g007_18_b_trust__your_neighborhood__b,0.1180643
xgboost,7,question_a066_member__belong_to_education_arts_music_or_cultural_activities,0.1180439
xgboost,7,question_e235_importance_of_democracy,0.117143415
xgboost,7,question_e026_political_action__joining_in_boycotts,0.11699457
xgboost,7,question_a124_03_neighbours__heavy_drinkers,0.115242265
xgboost,7,question_g027a_respondent_immigrant,0.11301568
xgboost,7,question_e069_12_confidence__the_political_parties,0.112638205
xgboost,7,question_d059_men_make_better_political_leaders_than_women_do,0.11239738
xgboost,7,question_a124_09_neighbours__homosexuals,0.111920975
xgboost,7,question_c038_people_who_don’t_work_turn_lazy,0.111075334
xgboost,7,question_f117_justifiable__someone_accepting_a_bribe,0.10884427
xgboost,7,question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet,0.10809997
xgboost,7,question_e069_07_confidence__parliament,0.10772399
xgboost,7,question_a032_important_child_qualities__feeling_of_responsibility,0.10686073
xgboost,7,question_a040_important_child_qualities__religious_faith,0.10607191
xgboost,7,question_e001_aims_of_country__first_choice_choice3.0,0.105195485
xgboost,7,question_a008_feeling_of_happiness,0.104976185
xgboost,7,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice2.0,0.10368923
xgboost,7,question_g005_citizen_of__country,0.10137802
xgboost,7,question_a027_important_child_qualities__good_manners,0.10053579
xgboost,7,question_e265_01_how_often_in_country’s_elections__votes_are_counted_fairly,0.09850954
xgboost,7,question_h011_government_has_the_right__collect_information_about_anyone_living_in__country__without_their_knowledge,0.09725741
xgboost,7,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice1.0,0.09618192
xgboost,7,question_e069_20_confidence__the_united_nations,0.094556585
xgboost,7,question_g255_how_close_you_feel__your__village_town_or_city,0.09367462
xgboost,7,question_e069_05_confidence__labour_unions,0.09144876
xgboost,7,question_e264_vote_in_elections__national_level_choice2.0,0.09114037
xgboost,7,question_g007_35_b_trust__people_of_another_religion__b,0.089507155
xgboost,7,question_a029_important_child_qualities__independence,0.08871279
xgboost,7,question_a001_important_in_life__family,0.08721184
xgboost,7,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice2.0,0.08711493
xgboost,7,question_f025_religious_denomination__major_groups_choice0.0,0.085437216
xgboost,7,question_e115_political_system__having_experts_make_decisions,0.085421756
xgboost,7,question_a034_important_child_qualities__imagination,0.08330905
xgboost,7,question_f025_religious_denomination__major_groups_choice6.0,0.08251028
xgboost,7,question_a035_important_child_qualities__tolerance_and_respect_for_other_people,0.08165891
xgboost,7,question_e003_aims_of_respondent__first_choice_choice4.0,0.07616516
xgboost,7,question_e003_aims_of_respondent__first_choice_choice1.0,0.071779765
xgboost,7,question_e264_vote_in_elections__national_level_choice4.0,0.07135534
xgboost,7,question_f025_religious_denomination__major_groups_choice8.0,0.07072879
xgboost,7,question_e069_13_confidence__major_companies,0.07067959
xgboost,7,question_a074_member__belong_to_sports_or_recreation,0.06943313
xgboost,7,question_a078_member__belong_to_consumer_groups,0.06680271
xgboost,7,question_e001_aims_of_country__first_choice_choice1.0,0.0638824
xgboost,7,question_b008_protecting_environment_vs_economic_growth_choice2.0,0.06169661
xgboost,7,question_a039_important_child_qualities__determination_perseverance,0.057691053
xgboost,7,question_a165_most_people_can_be_trusted,0.056764726
xgboost,7,question_a080_01_member__belong_to_humanitarian_or_charitable_organization,0.05558266
xgboost,7,question_e003_aims_of_respondent__first_choice_choice2.0,0.055486906
xgboost,7,question_f051_believe_in__life_after_death,0.052530307
xgboost,7,question_f025_religious_denomination__major_groups_choice9.0,0.049714718
xgboost,7,question_e002_aims_of_country__second_choice_choice4.0,0.047672607
xgboost,7,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0,0.043690953
xgboost,7,question_e004_aims_of_respondent__second_choice_choice4.0,0.04334549
xgboost,7,question_e003_aims_of_respondent__first_choice_choice3.0,0.04280056
xgboost,7,question_e263_vote_in_elections__local_level_choice2.0,0.04006051
xgboost,7,question_e004_aims_of_respondent__second_choice_choice2.0,0.037549466
xgboost,7,question_e002_aims_of_country__second_choice_choice3.0,0.035339132
xgboost,7,question_e001_aims_of_country__first_choice_choice2.0,0.033444144
xgboost,7,question_e004_aims_of_respondent__second_choice_choice3.0,0.032893058
xgboost,7,question_a067_member__belong_to_labour_unions,0.03125832
xgboost,7,question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights,0.030707002
xgboost,7,question_e264_vote_in_elections__national_level_choice3.0,0.029954365
xgboost,7,question_e001_aims_of_country__first_choice_choice4.0,0.029258955
xgboost,7,question_b008_protecting_environment_vs_economic_growth_choice1.0,0.028853837
xgboost,7,question_e002_aims_of_country__second_choice_choice2.0,0.02669448
xgboost,7,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0,0.026628537
xgboost,7,question_e004_aims_of_respondent__second_choice_choice1.0,0.023829032
xgboost,7,question_e002_aims_of_country__second_choice_choice1.0,0.023416564
xgboost,7,question_e263_vote_in_elections__local_level_choice4.0,0.022480723
xgboost,7,question_a079_member__belong_to_other_groups,0.021570379
xgboost,7,question_b008_protecting_environment_vs_economic_growth_choice3.0,0.010687963
xgboost,7,question_f025_religious_denomination__major_groups_choice4.0,0.0074695493
