model_type,seed,question,importance
xgboost,2,question_e233a_democracy__the_state_makes_people's_incomes_equal,0.2572052
xgboost,2,question_f119_justifiable__prostitution,0.25504324
xgboost,2,question_a124_06_neighbours__immigrants_foreign_workers,0.2526343
xgboost,2,question_f122_justifiable__euthanasia,0.2504399
xgboost,2,question_e233_democracy__women_have_the_same_rights_as_men,0.2493087
xgboost,2,question_e236_democraticness_in_own_country,0.24859859
xgboost,2,question_e018_future_changes__greater_respect_for_authority,0.24829872
xgboost,2,question_f118_justifiable__homosexuality,0.24397272
xgboost,2,question_a009_state_of_health__subjective,0.24103162
xgboost,2,question_f116_justifiable__cheating_on_taxes,0.23849045
xgboost,2,question_e111_01_satisfaction_with_the_political_system,0.23514491
xgboost,2,question_f115_justifiable__avoiding_a_fare_on_public_transport,0.23055147
xgboost,2,question_f025_religious_denomination__major_groups_choice5.0,0.22971602
xgboost,2,question_a173_how_much_freedom_of_choice_and_control,0.22861794
xgboost,2,question_f025_religious_denomination__major_groups_choice2.0,0.22694755
xgboost,2,question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country,0.2219681
xgboost,2,question_d001_b_how_much_do_you_trust_your_family__4_point_scale,0.22051397
xgboost,2,question_e116_political_system__having_the_army_rule,0.21948144
xgboost,2,question_g006_how_proud_of_nationality,0.21867687
xgboost,2,question_f132_justifiable__having_casual_sex,0.21681228
xgboost,2,question_a080_02_member__belong_to_self_help_group_mutual_aid_group,0.21488985
xgboost,2,question_e264_vote_in_elections__national_level_choice1.0,0.21378699
xgboost,2,question_a072_member__belong_to_professional_associations,0.21341139
xgboost,2,question_e036_private_vs_state_ownership_of_business,0.21267751
xgboost,2,question_a124_08_neighbours__drug_addicts,0.20666271
xgboost,2,question_f025_religious_denomination__major_groups_choice1.0,0.20428045
xgboost,2,question_e117_political_system__having_a_democratic_political_system,0.20314272
xgboost,2,question_e265_06_how_often_in_country’s_elections__election_officials_are_fair,0.20206572
xgboost,2,question_e228_democracy__the_army_takes_over_when_government_is_incompetent,0.19940561
xgboost,2,question_e290_justifiable__political_violence,0.19499908
xgboost,2,question_e069_08_confidence__the_civil_services,0.19263688
xgboost,2,question_a068_member__belong_to_political_parties,0.19055392
xgboost,2,question_e069_14_confidence__the_environmental_protection_movement,0.18926859
xgboost,2,question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent,0.18731126
xgboost,2,question_e069_02_confidence__armed_forces,0.18730155
xgboost,2,question_g007_33_b_trust__people_you_know_personally__b,0.18510105
xgboost,2,question_e033_self_positioning_in_political_scale,0.18158524
xgboost,2,question_c001_01_jobs_scarce__men_should_have_more_right_to_a_job_than_women__5_point_scale,0.18154041
xgboost,2,question_e023_interest_in_politics,0.17644836
xgboost,2,question_e264_vote_in_elections__national_level_choice2.0,0.17335007
xgboost,2,question_g063_how_close_you_feel__world,0.17225546
xgboost,2,question_f121_justifiable__divorce,0.17193569
xgboost,2,question_e114_political_system__having_a_strong_leader,0.17144576
xgboost,2,question_e027_political_action__attending_lawful_peaceful_demonstrations,0.1689558
xgboost,2,question_e265_03_how_often_in_country’s_elections__tv_news_favors_the_governing_party,0.16648826
xgboost,2,question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections,0.16593261
xgboost,2,question_e263_vote_in_elections__local_level_choice1.0,0.16344395
xgboost,2,question_a124_02_neighbours__people_of_a_different_race,0.16282006
xgboost,2,question_a003_important_in_life__leisure_time,0.16261554
xgboost,2,question_e226_democracy__people_choose_their_leaders_in_free_elections,0.16047588
xgboost,2,question_a038_important_child_qualities__thrift_saving_money_and_things,0.15922856
xgboost,2,question_g257_how_close_do_you_feel__to_country,0.15883578
xgboost,2,question_d060_university_is_more_important_for_a_boy_than_for_a_girl,0.15742539
xgboost,2,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice1.0,0.15699416
xgboost,2,question_d061_pre_school_child_suffers_with_working_mother,0.15691537
xgboost,2,question_e012_willingness_to_fight_for_country,0.15642701
xgboost,2,question_e069_17_confidence__justice_system_courts,0.15370204
xgboost,2,question_e263_vote_in_elections__local_level_choice3.0,0.15282267
xgboost,2,question_g256_how_close_do_you_feel__to_your_county_region_district,0.15008333
xgboost,2,question_g062_how_close_you_feel__continent__e_g_europe_asia_etc,0.1498706
xgboost,2,question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor,0.14956717
xgboost,2,question_c041_work_should_come_first_even_if_it_means_less_spare_time,0.14843765
xgboost,2,question_e225_democracy__religious_authorities_interpret_the_laws,0.14470041
xgboost,2,question_c039_work_is_a_duty_towards_society,0.14413889
xgboost,2,question_e039_competition_good_or_harmful,0.13899791
xgboost,2,question_a041_important_child_qualities__unselfishness,0.13768925
xgboost,2,question_e001_aims_of_country__first_choice_choice3.0,0.1331378
xgboost,2,question_d026_03_duty_towards_society_to_have_children,0.1319598
xgboost,2,question_e069_01_confidence__churches,0.12942457
xgboost,2,question_f123_justifiable__suicide,0.12673202
xgboost,2,question_f025_religious_denomination__major_groups_choice0.0,0.1245881
xgboost,2,question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas,0.124452926
xgboost,2,question_e069_07_confidence__parliament,0.124327146
xgboost,2,question_a005_important_in_life__work,0.12304123
xgboost,2,question_d078_men_make_better_business_executives_than_women_do,0.121029705
xgboost,2,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0,0.12099558
xgboost,2,question_e069_12_confidence__the_political_parties,0.12068382
xgboost,2,question_g007_34_b_trust__people_you_meet_for_the_first_time__b,0.120477185
xgboost,2,question_a008_feeling_of_happiness,0.11649159
xgboost,2,question_e026_political_action__joining_in_boycotts,0.115894824
xgboost,2,question_a042_important_child_qualities__obedience,0.11537365
xgboost,2,question_a030_important_child_qualities__hard_work,0.11427436
xgboost,2,question_c038_people_who_don’t_work_turn_lazy,0.113622285
xgboost,2,question_f050_believe_in__god,0.11129437
xgboost,2,question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression,0.11070434
xgboost,2,question_g027a_respondent_immigrant,0.109035246
xgboost,2,question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet,0.10849718
xgboost,2,question_a032_important_child_qualities__feeling_of_responsibility,0.107847884
xgboost,2,question_g007_18_b_trust__your_neighborhood__b,0.106452666
xgboost,2,question_e069_05_confidence__labour_unions,0.10583847
xgboost,2,question_a029_important_child_qualities__independence,0.10574545
xgboost,2,question_e069_20_confidence__the_united_nations,0.10433219
xgboost,2,question_a001_important_in_life__family,0.103709854
xgboost,2,question_e235_importance_of_democracy,0.10354183
xgboost,2,question_a124_03_neighbours__heavy_drinkers,0.10326984
xgboost,2,question_a027_important_child_qualities__good_manners,0.10128723
xgboost,2,question_g005_citizen_of__country,0.10033643
xgboost,2,question_a124_09_neighbours__homosexuals,0.09987129
xgboost,2,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice2.0,0.096022144
xgboost,2,question_a066_member__belong_to_education_arts_music_or_cultural_activities,0.093629606
xgboost,2,question_a034_important_child_qualities__imagination,0.092846625
xgboost,2,question_b008_protecting_environment_vs_economic_growth_choice2.0,0.08934776
xgboost,2,question_h011_government_has_the_right__collect_information_about_anyone_living_in__country__without_their_knowledge,0.087380275
xgboost,2,question_d059_men_make_better_political_leaders_than_women_do,0.086667165
xgboost,2,question_f025_religious_denomination__major_groups_choice6.0,0.084464274
xgboost,2,question_a040_important_child_qualities__religious_faith,0.08317703
xgboost,2,question_a080_01_member__belong_to_humanitarian_or_charitable_organization,0.081534974
xgboost,2,question_g007_35_b_trust__people_of_another_religion__b,0.079834536
xgboost,2,question_e263_vote_in_elections__local_level_choice2.0,0.07979263
xgboost,2,question_e115_political_system__having_experts_make_decisions,0.07930325
xgboost,2,question_f025_religious_denomination__major_groups_choice8.0,0.07821443
xgboost,2,question_a035_important_child_qualities__tolerance_and_respect_for_other_people,0.07783947
xgboost,2,question_e265_01_how_often_in_country’s_elections__votes_are_counted_fairly,0.07773398
xgboost,2,question_f117_justifiable__someone_accepting_a_bribe,0.07643584
xgboost,2,question_e003_aims_of_respondent__first_choice_choice4.0,0.07622903
xgboost,2,question_a078_member__belong_to_consumer_groups,0.07213969
xgboost,2,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice2.0,0.07180723
xgboost,2,question_a165_most_people_can_be_trusted,0.07072668
xgboost,2,question_a039_important_child_qualities__determination_perseverance,0.06759734
xgboost,2,question_e264_vote_in_elections__national_level_choice4.0,0.066179514
xgboost,2,question_a074_member__belong_to_sports_or_recreation,0.06540596
xgboost,2,question_e069_13_confidence__major_companies,0.06394437
xgboost,2,question_e264_vote_in_elections__national_level_choice3.0,0.061050273
xgboost,2,question_e003_aims_of_respondent__first_choice_choice2.0,0.05969467
xgboost,2,question_g255_how_close_you_feel__your__village_town_or_city,0.059091743
xgboost,2,question_e001_aims_of_country__first_choice_choice1.0,0.058562234
xgboost,2,question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0,0.054740768
xgboost,2,question_f051_believe_in__life_after_death,0.054279342
xgboost,2,question_e002_aims_of_country__second_choice_choice4.0,0.054036118
xgboost,2,question_f025_religious_denomination__major_groups_choice9.0,0.050954986
xgboost,2,question_e003_aims_of_respondent__first_choice_choice1.0,0.046244685
xgboost,2,question_e004_aims_of_respondent__second_choice_choice2.0,0.045231134
xgboost,2,question_e003_aims_of_respondent__first_choice_choice3.0,0.04367105
xgboost,2,question_a067_member__belong_to_labour_unions,0.038445693
xgboost,2,question_e004_aims_of_respondent__second_choice_choice4.0,0.03400797
xgboost,2,question_e004_aims_of_respondent__second_choice_choice3.0,0.03239341
xgboost,2,question_e002_aims_of_country__second_choice_choice3.0,0.03156165
xgboost,2,question_b008_protecting_environment_vs_economic_growth_choice1.0,0.028853152
xgboost,2,question_e001_aims_of_country__first_choice_choice2.0,0.027592953
xgboost,2,question_e001_aims_of_country__first_choice_choice4.0,0.025849167
xgboost,2,question_e004_aims_of_respondent__second_choice_choice1.0,0.02534498
xgboost,2,question_e002_aims_of_country__second_choice_choice2.0,0.024051491
xgboost,2,question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0,0.023765039
xgboost,2,question_e002_aims_of_country__second_choice_choice1.0,0.022154225
xgboost,2,question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights,0.017399838
xgboost,2,question_a079_member__belong_to_other_groups,0.016220102
xgboost,2,question_e263_vote_in_elections__local_level_choice4.0,0.013573074
xgboost,2,question_b008_protecting_environment_vs_economic_growth_choice3.0,0.007019058
xgboost,2,question_f025_religious_denomination__major_groups_choice4.0,0.0058879917
