most_important_features
question_e002_aims_of_country__second_choice_choice1.0: 0.5406 (Europe: 0.2555345188155078, non-Europe: 0.25459148021675215)
question_e290_justifiable__political_violence: 0.0703 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country: 0.0696 (Europe: 0.496658870698296, non-Europe: 0.4970697588566456)
question_f116_justifiable__cheating_on_taxes: 0.0676 (Europe: 0.12682129358076938, non-Europe: 0.1381333473967329)
question_e036_private_vs_state_ownership_of_business: 0.0649 (Europe: 0.4896143126829543, non-Europe: 0.5162542135263535)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0622 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_a027_important_child_qualities__good_manners: 0.0576 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_e264_vote_in_elections__national_level_choice3.0: 0.0553 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_e265_03_how_often_in_country’s_elections__tv_news_favors_the_governing_party: 0.0550 (Europe: 0.46166982217767394, non-Europe: 0.42834038700717675)
question_e035_income_equality: 0.0534 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_e028_political_action__joining_unofficial_strikes: 0.0528 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_f025_religious_denomination__major_groups_choice7.0: 0.0514 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_e069_13_confidence__major_companies: 0.0504 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_a002_important_in_life__friends: 0.0492 (Europe: 0.19684201408224128, non-Europe: 0.24969126443146508)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0491 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_e039_competition_good_or_harmful: 0.0454 (Europe: 0.3081414933885513, non-Europe: 0.34411820287332834)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0434 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_e001_aims_of_country__first_choice_choice4.0: 0.0425 (Europe: 0.08064496170075856, non-Europe: 0.09678695268105528)
question_e069_06_confidence__the_police: 0.0399 (Europe: 0.4087933573399661, non-Europe: 0.4540324600841167)
question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas: 0.0311 (Europe: 0.4553051771004773, non-Europe: 0.396539524744991)
question_d001_b_how_much_do_you_trust_your_family__4_point_scale: 0.0308 (Europe: 0.05999595764603003, non-Europe: 0.09702427254868354)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.0307 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_f144_02_justifiable__death_penalty: 0.0237 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_g257_how_close_do_you_feel__to_country: 0.0219 (Europe: 0.24702907607462676, non-Europe: 0.23761432005660515)
question_f025_religious_denomination__major_groups_choice8.0: 0.0190 (Europe: 0.011038101248592395, non-Europe: 0.029454032460084118)
question_f025_religious_denomination__major_groups_choice3.0: 0.0172 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.0157 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0137 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_e069_14_confidence__the_environmental_protection_movement: 0.0107 (Europe: 0.500802283517508, non-Europe: 0.44886855555702054)
question_e263_vote_in_elections__local_level_choice2.0: 0.0088 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections: 0.0037 (Europe: 0.46562142942586204, non-Europe: 0.44270702862341293)
question_f025_religious_denomination__major_groups_choice1.0: 0.5428 (Europe: 0.214488126616426, non-Europe: 0.2118607196065764)
question_a039_important_child_qualities__determination_perseverance: 0.4493 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_f025_religious_denomination__major_groups_choice3.0: 0.4097 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_a065_member__belong_to_religious_organization: 0.2928 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_a078_member__belong_to_consumer_groups: 0.1986 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.1959 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_f120_justifiable__abortion: 0.1955 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.1841 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_d026_03_duty_towards_society_to_have_children: 0.1741 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_a072_member__belong_to_professional_associations: 0.1685 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.1668 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_e116_political_system__having_the_army_rule: 0.1658 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.1616 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_e025_political_action__signing_a_petition: 0.1569 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_f132_justifiable__having_casual_sex: 0.1566 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_a068_member__belong_to_political_parties: 0.1498 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_e228_democracy__the_army_takes_over_when_government_is_incompetent: 0.1460 (Europe: 0.36204848349853364, non-Europe: 0.4953010666209606)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.1433 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.1400 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e012_willingness_to_fight_for_country: 0.1342 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1267 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_g007_36_b_trust__people_of_another_nationality__b: 0.1193 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_a027_important_child_qualities__good_manners: 0.1069 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1036 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1028 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_a038_important_child_qualities__thrift_saving_money_and_things: 0.0966 (Europe: 0.3383450272858893, non-Europe: 0.29403931599140376)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.0951 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_g007_35_b_trust__people_of_another_religion__b: 0.0940 (Europe: 0.49044890753321535, non-Europe: 0.5710223652001177)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.0869 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_g006_how_proud_of_nationality: 0.0841 (Europe: 0.22277495225484975, non-Europe: 0.1689146131905898)
question_e028_political_action__joining_unofficial_strikes: 0.0813 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_e069_11_confidence__the_government: 0.0795 (Europe: 0.6048475248831636, non-Europe: 0.5248548613216958)
question_g007_33_b_trust__people_you_know_personally__b: 0.0737 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_a005_important_in_life__work: 0.0735 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.0681 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.0672 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_f025_religious_denomination__major_groups_choice6.0: 0.0670 (Europe: 0.0018561829453910977, non-Europe: 0.025274565902408796)
question_e015_future_changes__less_importance_placed_on_work: 0.0648 (Europe: 0.5675836210416899, non-Europe: 0.5954685089720094)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0640 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_e033_self_positioning_in_political_scale: 0.0629 (Europe: 0.49634056969691964, non-Europe: 0.5391336066906625)
question_g255_how_close_you_feel__your__village_town_or_city: 0.0597 (Europe: 0.24202975667504012, non-Europe: 0.20142304024329682)
question_d001_b_how_much_do_you_trust_your_family__4_point_scale: 0.0573 (Europe: 0.05999595764603003, non-Europe: 0.09702427254868354)
question_e235_importance_of_democracy: 0.0561 (Europe: 0.8519783472822043, non-Europe: 0.817142112117523)
question_e035_income_equality: 0.0540 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_a008_feeling_of_happiness: 0.0530 (Europe: 0.30065213894148074, non-Europe: 0.2768072567141746)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0526 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_e069_04_confidence__the_press: 0.0522 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_f117_justifiable__someone_accepting_a_bribe: 0.0517 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_e264_vote_in_elections__national_level_choice3.0: 0.0517 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_a003_important_in_life__leisure_time: 0.0501 (Europe: 0.23268284433224848, non-Europe: 0.2726893175295881)
question_e069_13_confidence__major_companies: 0.0500 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0490 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_a173_how_much_freedom_of_choice_and_control: 0.0480 (Europe: 0.6834919338538895, non-Europe: 0.6979987489434138)
question_e115_political_system__having_experts_make_decisions: 0.0448 (Europe: 0.46179769255835634, non-Europe: 0.42838433513081153)
question_e290_justifiable__political_violence: 0.0440 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_g027a_respondent_immigrant: 0.0431 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.0422 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0418 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_a041_important_child_qualities__unselfishness: 0.0406 (Europe: 0.2699261239187734, non-Europe: 0.2812108587023877)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0393 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_e039_competition_good_or_harmful: 0.0389 (Europe: 0.3081414933885513, non-Europe: 0.34411820287332834)
question_a002_important_in_life__friends: 0.0335 (Europe: 0.19684201408224128, non-Europe: 0.24969126443146508)
question_f025_religious_denomination__major_groups_choice7.0: 0.0330 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_e263_vote_in_elections__local_level_choice2.0: 0.0315 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_e069_08_confidence__the_civil_services: 0.0308 (Europe: 0.525584388263974, non-Europe: 0.5190317349400768)
question_f025_religious_denomination__major_groups_choice8.0: 0.0291 (Europe: 0.011038101248592395, non-Europe: 0.029454032460084118)
question_e001_aims_of_country__first_choice_choice4.0: 0.0253 (Europe: 0.08064496170075856, non-Europe: 0.09678695268105528)
question_b008_protecting_environment_vs_economic_growth_choice3.0: 0.0170 (Europe: 0.03768051379143928, non-Europe: 0.031879968884728466)
question_e264_vote_in_elections__national_level_choice4.0: 0.0032 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_a027_important_child_qualities__good_manners: 0.3968 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_f025_religious_denomination__major_groups_choice3.0: 0.3691 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_e012_willingness_to_fight_for_country: 0.3586 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_a065_member__belong_to_religious_organization: 0.2961 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_a078_member__belong_to_consumer_groups: 0.2054 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.1987 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.1972 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_a072_member__belong_to_professional_associations: 0.1818 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a068_member__belong_to_political_parties: 0.1816 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_e264_vote_in_elections__national_level_choice2.0: 0.1630 (Europe: 0.25080743958124513, non-Europe: 0.20100992788112912)
question_a079_member__belong_to_other_groups: 0.1492 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_c039_work_is_a_duty_towards_society: 0.1095 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.0959 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e264_vote_in_elections__national_level_choice4.0: 0.0958 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_e069_11_confidence__the_government: 0.0939 (Europe: 0.6048475248831636, non-Europe: 0.5248548613216958)
question_e263_vote_in_elections__local_level_choice4.0: 0.0926 (Europe: 0.021865835096707132, non-Europe: 0.02265086292140757)
question_g005_citizen_of__country: 0.0912 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_a008_feeling_of_happiness: 0.0740 (Europe: 0.30065213894148074, non-Europe: 0.2768072567141746)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.0722 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.0702 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_e069_04_confidence__the_press: 0.0650 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_e069_13_confidence__major_companies: 0.0635 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_e069_06_confidence__the_police: 0.0629 (Europe: 0.4087933573399661, non-Europe: 0.4540324600841167)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.0610 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0602 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_a005_important_in_life__work: 0.0591 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_f120_justifiable__abortion: 0.0548 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections: 0.0539 (Europe: 0.46562142942586204, non-Europe: 0.44270702862341293)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.0535 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_f025_religious_denomination__major_groups_choice6.0: 0.0533 (Europe: 0.0018561829453910977, non-Europe: 0.025274565902408796)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.0531 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_e028_political_action__joining_unofficial_strikes: 0.0520 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_e290_justifiable__political_violence: 0.0519 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_e002_aims_of_country__second_choice_choice1.0: 0.0516 (Europe: 0.2555345188155078, non-Europe: 0.25459148021675215)
question_f117_justifiable__someone_accepting_a_bribe: 0.0514 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0492 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_f025_religious_denomination__major_groups_choice7.0: 0.0482 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_e116_political_system__having_the_army_rule: 0.0455 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_g255_how_close_you_feel__your__village_town_or_city: 0.0455 (Europe: 0.24202975667504012, non-Europe: 0.20142304024329682)
question_f132_justifiable__having_casual_sex: 0.0439 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_f025_religious_denomination__major_groups_choice8.0: 0.0413 (Europe: 0.011038101248592395, non-Europe: 0.029454032460084118)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.0405 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_f144_02_justifiable__death_penalty: 0.0403 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.0380 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_e233_democracy__women_have_the_same_rights_as_men: 0.0363 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.0308 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_e039_competition_good_or_harmful: 0.0277 (Europe: 0.3081414933885513, non-Europe: 0.34411820287332834)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.0265 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent: 0.0264 (Europe: 0.3669457128361238, non-Europe: 0.24153888749719832)
question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country: 0.0259 (Europe: 0.496658870698296, non-Europe: 0.4970697588566456)
question_e025_political_action__signing_a_petition: 0.0253 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0232 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.0219 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.0204 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.0200 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0189 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_g007_33_b_trust__people_you_know_personally__b: 0.0184 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_e036_private_vs_state_ownership_of_business: 0.0145 (Europe: 0.4896143126829543, non-Europe: 0.5162542135263535)
question_g007_36_b_trust__people_of_another_nationality__b: 0.0117 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0103 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_e001_aims_of_country__first_choice_choice4.0: 0.0063 (Europe: 0.08064496170075856, non-Europe: 0.09678695268105528)
question_a002_important_in_life__friends: 0.0047 (Europe: 0.19684201408224128, non-Europe: 0.24969126443146508)
question_e117_political_system__having_a_democratic_political_system: 0.0022 (Europe: 0.17329736463270268, non-Europe: 0.24212779235390547)
question_e012_willingness_to_fight_for_country: 0.5292 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_a065_member__belong_to_religious_organization: 0.3802 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.2629 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.2588 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_a078_member__belong_to_consumer_groups: 0.2551 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_f025_religious_denomination__major_groups_choice3.0: 0.2519 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.2477 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2456 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a072_member__belong_to_professional_associations: 0.2414 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a068_member__belong_to_political_parties: 0.2097 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_g005_citizen_of__country: 0.1799 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.1757 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_g027a_respondent_immigrant: 0.1276 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.1272 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.1158 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_d026_03_duty_towards_society_to_have_children: 0.1148 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_c039_work_is_a_duty_towards_society: 0.1118 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_e025_political_action__signing_a_petition: 0.1081 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1056 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_f120_justifiable__abortion: 0.1014 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
