most_important_features
question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country: 0.0696 (Europe: 0.496658870698296, non-Europe: 0.4970697588566456)
question_f116_justifiable__cheating_on_taxes: 0.0676 (Europe: 0.12682129358076938, non-Europe: 0.1381333473967329)
question_e036_private_vs_state_ownership_of_business: 0.0649 (Europe: 0.4896143126829543, non-Europe: 0.5162542135263535)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0622 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_a027_important_child_qualities__good_manners: 0.0576 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_e264_vote_in_elections__national_level_choice3.0: 0.0553 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_e265_03_how_often_in_country’s_elections__tv_news_favors_the_governing_party: 0.0550 (Europe: 0.46166982217767394, non-Europe: 0.42834038700717675)
question_e035_income_equality: 0.0534 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_e028_political_action__joining_unofficial_strikes: 0.0528 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_f025_religious_denomination__major_groups_choice7.0: 0.0514 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_e069_13_confidence__major_companies: 0.0504 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_a002_important_in_life__friends: 0.0492 (Europe: 0.19684201408224128, non-Europe: 0.24969126443146508)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0491 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_e039_competition_good_or_harmful: 0.0454 (Europe: 0.3081414933885513, non-Europe: 0.34411820287332834)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0434 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_e001_aims_of_country__first_choice_choice4.0: 0.0425 (Europe: 0.08064496170075856, non-Europe: 0.09678695268105528)
question_e069_06_confidence__the_police: 0.0399 (Europe: 0.4087933573399661, non-Europe: 0.4540324600841167)
question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas: 0.0311 (Europe: 0.4553051771004773, non-Europe: 0.396539524744991)
question_d001_b_how_much_do_you_trust_your_family__4_point_scale: 0.0308 (Europe: 0.05999595764603003, non-Europe: 0.09702427254868354)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.0307 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_f144_02_justifiable__death_penalty: 0.0237 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_g257_how_close_do_you_feel__to_country: 0.0219 (Europe: 0.24702907607462676, non-Europe: 0.23761432005660515)
question_f025_religious_denomination__major_groups_choice8.0: 0.0190 (Europe: 0.011038101248592395, non-Europe: 0.029454032460084118)
question_f025_religious_denomination__major_groups_choice3.0: 0.0172 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.0157 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0137 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_e069_14_confidence__the_environmental_protection_movement: 0.0107 (Europe: 0.500802283517508, non-Europe: 0.44886855555702054)
question_e263_vote_in_elections__local_level_choice2.0: 0.0088 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections: 0.0037 (Europe: 0.46562142942586204, non-Europe: 0.44270702862341293)
