most_important_features
question_e035_income_equality: 0.0656 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_e264_vote_in_elections__national_level_choice2.0: 0.0652 (Europe: 0.25080743958124513, non-Europe: 0.20100992788112912)
question_a002_important_in_life__friends: 0.0618 (Europe: 0.19684201408224128, non-Europe: 0.24969126443146508)
question_e069_04_confidence__the_press: 0.0608 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0607 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_e290_justifiable__political_violence: 0.0593 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_f116_justifiable__cheating_on_taxes: 0.0521 (Europe: 0.12682129358076938, non-Europe: 0.1381333473967329)
question_d001_b_how_much_do_you_trust_your_family__4_point_scale: 0.0504 (Europe: 0.05999595764603003, non-Europe: 0.09702427254868354)
question_e039_competition_good_or_harmful: 0.0494 (Europe: 0.3081414933885513, non-Europe: 0.34411820287332834)
question_a041_important_child_qualities__unselfishness: 0.0490 (Europe: 0.2699261239187734, non-Europe: 0.2812108587023877)
question_a008_feeling_of_happiness: 0.0477 (Europe: 0.30065213894148074, non-Europe: 0.2768072567141746)
question_a124_08_neighbours__drug_addicts: 0.0475 (Europe: 0.7874670527527193, non-Europe: 0.8355505161707121)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.0472 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0388 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_g027a_respondent_immigrant: 0.0372 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e002_aims_of_country__second_choice_choice1.0: 0.0313 (Europe: 0.2555345188155078, non-Europe: 0.25459148021675215)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0273 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.0245 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_e069_08_confidence__the_civil_services: 0.0141 (Europe: 0.525584388263974, non-Europe: 0.5190317349400768)
question_f025_religious_denomination__major_groups_choice9.0: 0.0048 (Europe: 0.012584920369751642, non-Europe: 0.022769522855221696)
