most_important_features
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1524 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_g007_35_b_trust__people_of_another_religion__b: 0.1477 (Europe: 0.49044890753321535, non-Europe: 0.5710223652001177)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.1466 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_a065_member__belong_to_religious_organization: 0.1464 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e012_willingness_to_fight_for_country: 0.1364 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_a079_member__belong_to_other_groups: 0.1343 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_a042_important_child_qualities__obedience: 0.1308 (Europe: 0.2048730989593001, non-Europe: 0.33228736799082365)
question_d061_pre_school_child_suffers_with_working_mother: 0.1306 (Europe: 0.5758333230212058, non-Europe: 0.501514012859221)
question_e233_democracy__women_have_the_same_rights_as_men: 0.1241 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_a039_important_child_qualities__determination_perseverance: 0.1238 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1218 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e028_political_action__joining_unofficial_strikes: 0.1177 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_g007_33_b_trust__people_you_know_personally__b: 0.1160 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1064 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_e033_self_positioning_in_political_scale: 0.1054 (Europe: 0.49634056969691964, non-Europe: 0.5391336066906625)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.1039 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.1025 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_e069_11_confidence__the_government: 0.1011 (Europe: 0.6048475248831636, non-Europe: 0.5248548613216958)
question_e263_vote_in_elections__local_level_choice2.0: 0.0940 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.0915 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_e235_importance_of_democracy: 0.0896 (Europe: 0.8519783472822043, non-Europe: 0.817142112117523)
question_a005_important_in_life__work: 0.0894 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_e015_future_changes__less_importance_placed_on_work: 0.0877 (Europe: 0.5675836210416899, non-Europe: 0.5954685089720094)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0831 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_e069_06_confidence__the_police: 0.0830 (Europe: 0.4087933573399661, non-Europe: 0.4540324600841167)
question_a027_important_child_qualities__good_manners: 0.0823 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_f117_justifiable__someone_accepting_a_bribe: 0.0778 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_e035_income_equality: 0.0739 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_e069_13_confidence__major_companies: 0.0738 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country: 0.0709 (Europe: 0.496658870698296, non-Europe: 0.4970697588566456)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0647 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_g255_how_close_you_feel__your__village_town_or_city: 0.0646 (Europe: 0.24202975667504012, non-Europe: 0.20142304024329682)
question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas: 0.0644 (Europe: 0.4553051771004773, non-Europe: 0.396539524744991)
question_a003_important_in_life__leisure_time: 0.0632 (Europe: 0.23268284433224848, non-Europe: 0.2726893175295881)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0618 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_a002_important_in_life__friends: 0.0604 (Europe: 0.19684201408224128, non-Europe: 0.24969126443146508)
question_e069_08_confidence__the_civil_services: 0.0567 (Europe: 0.525584388263974, non-Europe: 0.5190317349400768)
question_e069_04_confidence__the_press: 0.0543 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_e036_private_vs_state_ownership_of_business: 0.0541 (Europe: 0.4896143126829543, non-Europe: 0.5162542135263535)
question_f025_religious_denomination__major_groups_choice3.0: 0.0523 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_e290_justifiable__political_violence: 0.0515 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_f025_religious_denomination__major_groups_choice7.0: 0.0511 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_g027a_respondent_immigrant: 0.0508 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_f116_justifiable__cheating_on_taxes: 0.0489 (Europe: 0.12682129358076938, non-Europe: 0.1381333473967329)
question_e002_aims_of_country__second_choice_choice3.0: 0.0448 (Europe: 0.30692603729690265, non-Europe: 0.28462562790881646)
question_g005_citizen_of__country: 0.0428 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_a008_feeling_of_happiness: 0.0397 (Europe: 0.30065213894148074, non-Europe: 0.2768072567141746)
question_g257_how_close_do_you_feel__to_country: 0.0354 (Europe: 0.24702907607462676, non-Europe: 0.23761432005660515)
question_f144_02_justifiable__death_penalty: 0.0352 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_f025_religious_denomination__major_groups_choice8.0: 0.0339 (Europe: 0.011038101248592395, non-Europe: 0.029454032460084118)
question_e039_competition_good_or_harmful: 0.0285 (Europe: 0.3081414933885513, non-Europe: 0.34411820287332834)
question_a001_important_in_life__family: 0.0252 (Europe: 0.04606221100262753, non-Europe: 0.03547492539806013)
question_b008_protecting_environment_vs_economic_growth_choice3.0: 0.0193 (Europe: 0.03768051379143928, non-Europe: 0.031879968884728466)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0192 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_f025_religious_denomination__major_groups_choice4.0: 0.0130 (Europe: 0.0007424731781564391, non-Europe: 0.0030060516566245204)
question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0: 0.0128 (Europe: 0.1685785351004195, non-Europe: 0.14024285733120626)
question_f025_religious_denomination__major_groups_choice9.0: 0.0074 (Europe: 0.012584920369751642, non-Europe: 0.022769522855221696)
